cnote,dispatch_time,client_name,weight,origin_cluster,to_pincode,trip_id,bp_id,serviceability
1003196214,2019-05-18 14:18:00.0,Sun Pharma Laboratories Ltd.,2.0,BOMT1,735101,859620,BP1532,ODA_2_2
1003240237,2019-05-18 14:18:00.0,ORIENT Electric Limited Switch Gears,310.0,NOIT1,735101,859620,BP1532,ODA_2_2
2000571538,2019-05-18 14:30:00.0,RETAIL,440.0,DELT1,245101,859654,BP1264,ODA_1_1
2000571539,2019-05-18 14:30:00.0,RETAIL,150.0,DELT1,245101,859654,BP1264,ODA_1_1
2000571537,2019-05-18 14:30:00.0,RETAIL,250.0,DELT1,245101,859654,BP1264,ODA_1_1
1003341847,2019-05-18 14:31:00.0,J.K.FILES (INDIA) LIMITED,4.0,BOMT1,305901,859675,BP1274,ODA_2_2
1003198180,2019-05-18 14:31:00.0,J.K.FILES (INDIA) LIMITED,1.0,BOMT1,305901,859675,BP1274,ODA_2_2
2000523643,2019-05-18 15:42:00.0,RETAIL,29.0,IDRT1,508116,859707,BP1020,ODA_1_1
1003195076,2019-05-18 15:42:00.0,Ashok Leyland,350.0,BLRT1,508112,859707,BP1020,ODA_1_1
1003044938,2019-05-18 15:15:00.0,NAANAL TECHNOLOGIES PVT LTD,4.0,MAAT1,770033,859731,BP1655,ODA_1_4
8000798469,2019-05-18 15:09:00.0,RETAIL,6.0,IDRT1,607001,859736,BP1028,ODA_1_3
8000579162,2019-05-18 15:09:00.0,RETAIL,40.0,IDRT1,607001,859736,BP1028,ODA_1_3
2000827489,2019-05-18 15:09:00.0,RETAIL,25.0,IDRT1,607001,859736,BP1028,ODA_1_3
1003160271,2019-05-18 15:09:00.0,NAANAL TECHNOLOGIES PVT LTD,5.0,DELT1,607001,859736,BP1028,ODA_1_3
1002635149,2019-05-18 15:09:00.0,Kings Safetywear (India) Private Limited,2.0,BLRT1,607001,859736,BP1028,ODA_1_3
1003317196,2019-05-19 22:14:00.0,Schwing Stetter India Private Limtied,470.0,MAAT1,770038,859741,BP1655,ODA_2_5
2000835277,2019-05-18 15:30:00.0,RETAIL,51.0,DELT1,571301,859750,BP1493,ODA_1_1
2000781147,2019-05-18 16:05:00.0,TCNS CLOTHING COMPANY  LIMITED,30.0,DELT1,570010,859760,BP1205,ODA_1_1
2000890653,2019-05-18 15:37:00.0,RETAIL,30.0,DELT1,134118,859761,BP1406,ODA_1_1
8000448289,2019-05-18 15:16:00.0,RETAIL,230.0,DELT1,793021,859767,BP1621,ODA_1_4
1003153786,2019-05-18 15:23:00.0,Ambrane India Pvt. Ltd,31.0,DELT1,136118,859778,BP1459,ODA_1_1
2000804951,2019-05-18 15:59:00.0,RETAIL,726.0,CCUT1,686673,859804,BP1269,ODA_1_1
1002722469,2019-05-18 16:00:00.0,SPHURTHY PACKAGING,10.4,HYDT1,635802,859824,BP1154,ODA_2_2
1003196201,2019-05-18 16:04:00.0,Sun Pharma Laboratories Ltd.,7.0,BOMT1,713102,859828,BP1285,ODA_1_1
8000814713,2019-05-18 17:35:00.0,M Junction,20.0,CCUT1,768212,859833,BP1646,ODA_1_1
1003047885,2019-05-18 16:37:00.0,ETHICS INNOVATIONS PVT. LTD.,181.2,DELT1,131305,859865,BP1482,ODA_2_2
1003371909,2019-05-18 17:30:00.0,ITC LTD-KOLKATA,12.0,DELT1,301404,859895,BP1033,ODA_1_1
2000770987,2019-05-23 12:34:00.0,RETAIL,84.0,HYDT1,785014,859906,BP1630,ODA_2_2
2000602330,2019-05-19 19:19:00.0,RETAIL,333.0,JAIT1,496001,859919,BP1252,ODA_5_7
8000681441,2019-05-19 19:19:00.0,RETAIL,20.0,CCUT1,496107,859919,BP1252,ODA_5_7
2000571908,2019-05-19 19:09:00.0,RETAIL,23.0,DELT1,496001,859921,BP1252,ODA_5_7
2000834441,2019-05-19 19:09:00.0,RETAIL,136.0,DELT1,496001,859921,BP1252,ODA_5_7
8000795942,2019-05-19 19:09:00.0,RETAIL,33.0,NOIT1,496001,859921,BP1252,ODA_5_7
2000640326,2019-05-19 19:09:00.0,IP Cleaning India Pvt.Ltd.,140.0,PNQT1,496001,859921,BP1252,ODA_5_7
1003149860,2019-05-19 19:09:00.0,Bharat Exim N Handicrafts Pvt.Ltd  ( Plywood),50.0,IDRT2,496001,859921,BP1252,ODA_5_7
1003184625,2019-05-19 19:09:00.0,Rexel India Pvt. Ltd. ,140.0,DELT1,496001,859921,BP1252,ODA_5_7
1003388207,2019-05-19 19:09:00.0,RETAIL,47.0,NAGT1,496001,859921,BP1252,ODA_5_7
1003319226,2019-05-19 19:09:00.0,Greene Energy Solutions,200.0,NOIT1,496001,859924,BP1252,ODA_5_7
2000835775,2019-05-18 19:42:00.0,RETAIL,56.6,DELT1,391810,859937,BP1203,ODA_1_1
1003354568,2019-05-18 19:42:00.0,K-International North,75.0,NOIT1,391110,859937,BP1203,ODA_2_2
2000875902,2019-05-18 21:37:00.0,RETAIL,329.0,NOIT1,733202,859944,BP1532,ODA_1_1
2000739778,2019-05-18 20:22:00.0,RETAIL,25.0,DELT1,388540,859949,BP1478,ODA_1_1
8000776547,2019-05-20 14:56:00.0,Siemens Healthcare Pvt. Ltd.,16.0,DELT1,501301,859950,BP1441,ODA_1_1
1003355862,2019-05-18 20:35:00.0,Essae Teraoka (Bommasandra),20.0,BLRT1,524323,859951,BP1310,ODA_1_1
1003348157,2019-05-18 20:58:00.0,TCNS CLOTHING COMPANY  LIMITED,7.0,DELT1,461331,859954,BP1373,ODA_4_7
2000848690,2019-05-18 20:58:00.0,Reliance Retail Limited (Projects),602.0,BOMT1,461331,859954,BP1373,ODA_4_7
8000734182,2019-05-18 21:16:00.0,RETAIL,210.0,CJBT1,457887,859956,BP1720,ODA_6_7
2000899052,2019-05-18 21:17:00.0,RETAIL,67.0,BOMT1,451770,859959,BP1720,ODA_6_7
8000706475,2019-05-19 21:05:00.0,RETAIL,100.0,BOMT2,388220,859960,BP1478,ODA_1_1
1003193586,2019-05-18 21:30:00.0,Xseed Education,20.0,BLRT1,227202,859962,BP1250,ODA_1_1
1003136604,2019-05-20 08:36:00.0,SEW Eurodrive India Pvt. Ltd.,360.0,MAAT1,391243,859969,BP1223,ODA_1_1
8000569554,2019-05-20 08:36:00.0,SEW Eurodrive India Pvt. Ltd.,396.0,PNQT2,391243,859969,BP1223,ODA_1_1
8000569560,2019-05-20 08:36:00.0,SEW Eurodrive India Pvt. Ltd.,244.0,PNQT2,391243,859969,BP1223,ODA_1_1
1003396352,2019-05-20 08:35:00.0,TOYOTA MATERIAL HANDLING INDIA PVT. LTD. ,216.0,DELT1,391510,859973,BP1591,ODA_1_1
1002991844,2019-05-20 08:35:00.0,ANABOND Ltd,47.0,MAAT1,389350,859973,BP1591,ODA_1_1
8000800407,2019-05-20 08:35:00.0,RETAIL,80.0,DELT1,391510,859973,BP1591,ODA_1_1
1003032376,2019-05-20 08:35:00.0,WUERTH INDUSTRIAL SERVICES PVT LTD,9.0,PNQT1,389350,859973,BP1591,ODA_1_1
1003228402,2019-05-20 08:35:00.0,L.P.S BOSSARD (P) LTD,200.0,AMDT1,391510,859973,BP1591,ODA_1_1
1003312316,2019-05-20 10:13:00.0,ATANDRA ENERGY PRIVATE LIMITED,120.0,MAAT2,388121,859975,BP1478,ODA_1_1
1003360825,2019-05-20 10:13:00.0,Sekhani Industries Pvt Ltd,60.0,AMDT1,388120,859975,BP1478,ODA_1_1
8000706417,2019-05-19 01:33:00.0,RETAIL,87.0,BOMT2,847304,859977,BP1475,ODA_4_5
2000739599,2019-05-19 01:33:00.0,RETAIL,246.0,DELT1,847304,859977,BP1475,ODA_2_2
8000789100,2019-05-19 01:33:00.0,RETAIL,25.0,AMDT1,847304,859977,BP1475,ODA_2_2
1003156783,2019-05-19 01:33:00.0,PRISM JOHNSON LIMITED,68.0,AMBT1,847304,859977,BP1475,ODA_4_5
1003156789,2019-05-19 01:33:00.0,PRISM JOHNSON LIMITED,274.0,AMBT1,847304,859977,BP1475,ODA_4_5
1003242053,2019-05-19 01:33:00.0,Collateral Medical Pvt. Ltd.,1.0,BOMT1,847304,859977,BP1475,ODA_3_5
2000846886,2019-05-19 01:33:00.0,RETAIL,105.0,LKOT1,847304,859977,BP1475,ODA_2_2
2000886958,2019-05-19 01:33:00.0,RETAIL,250.0,LKOT1,847304,859977,BP1475,ODA_2_2
2000834301,2019-05-19 07:57:00.0,RETAIL,40.0,DELT1,524421,859987,BP1231,ODA_3_5
2000860062,2019-05-19 07:58:00.0,RETAIL,500.0,BOMT1,713357,859988,BP1322,ODA_1_1
8000812362,2019-05-19 09:27:00.0,White Field Impex,7.0,BOMT1,305802,860002,BP1274,ODA_1_1
1003340348,2019-05-19 09:12:00.0,Amit Enterprises (Indore),24.0,IDRT1,415110,860004,BP1490,ODA_2_2
1003239527,2019-05-19 09:12:00.0,SPECTRA PLAST INDIA PVT LTD,53.0,CJBT1,415109,860004,BP1490,ODA_1_1
1002762990,2019-05-19 09:12:00.0,Wilo Mather and Platt Pumps Pvt. Ltd.,70.0,PNQT2,415110,860004,BP1490,ODA_2_2
8000760301,2019-05-19 12:13:00.0,BALAJI ACTION BUILDWELL,44.0,DELT1,244412,860005,BP1058,ODA_1_1
8000821231,2019-05-19 12:13:00.0,Aimil India Ltd.,20.0,DELT1,244412,860005,BP1058,ODA_1_1
1003513956,2019-05-19 12:13:00.0,AAJ Enterprises Pvt. Ltd,13.0,DELT1,244412,860005,BP1058,ODA_1_1
8000822833,2019-05-19 12:13:00.0,Aimil India Ltd.,20.0,DELT1,244412,860005,BP1058,ODA_1_1
8000736246,2019-05-19 09:18:00.0,RETAIL,1.5,BOMT1,311403,860009,BP1499,ODA_1_1
1003231516,2019-05-19 09:24:00.0,J.K.FILES (INDIA) LIMITED,3.0,BOMT1,396325,860011,BP1105,ODA_2_2
8000744167,2019-05-19 09:32:00.0,RETAIL,110.0,MAAT2,415202,860013,BP1587,ODA_2_2
1003330224,2019-05-19 09:32:00.0,HAAZTI INTERNATIONAL,21.0,MAAT2,415716,860013,BP1587,ODA_2_2
8000579193,2019-05-19 09:32:00.0,RETAIL,40.0,IDRT1,415709,860013,BP1587,ODA_1_1
8000812339,2019-05-19 09:32:00.0,Vu Technologies Pvt Ltd,15.0,BOMT1,415711,860013,BP1587,ODA_2_2
2000577584,2019-05-19 09:37:00.0,Cochin IKEA,30.0,CJBT1,416701,860014,BP1587,ODA_4_7
8000760378,2019-05-19 10:19:00.0,BALAJI ACTION BUILDWELL,50.0,DELT1,262406,860023,BP1512,ODA_1_1
1003376419,2019-05-19 10:31:00.0,Waterman Industries Pvt Ltd,194.0,AMDT1,416304,860027,BP1236,ODA_2_3
1003376439,2019-05-19 10:31:00.0,Waterman Industries Pvt Ltd,280.0,AMDT1,416304,860027,BP1236,ODA_2_3
1003376426,2019-05-19 10:31:00.0,Waterman Industries Pvt Ltd,397.0,AMDT1,416304,860027,BP1236,ODA_2_3
1001176835,2019-05-19 10:31:00.0,RETAIL,183.0,BLRT1,515401,860031,BP1637,ODA_2_2
2000881139,2019-05-19 10:34:00.0,RETAIL,24.0,JAIT1,515134,860032,BP1637,ODA_2_2
1003379573,2019-05-19 10:35:00.0,Sun Pharma Laboratories Ltd.,2.0,BOMT1,731101,860033,BP1320,ODA_3_5
1003379574,2019-05-19 10:35:00.0,Sun Pharma Laboratories Ltd.,2.0,BOMT1,731101,860033,BP1320,ODA_3_5
2000887573,2019-05-19 10:48:00.0,RETAIL,28.0,HYDT1,416210,860037,BP1362,ODA_3_5
2000887569,2019-05-19 10:48:00.0,RETAIL,50.0,HYDT1,416210,860037,BP1362,ODA_3_5
2000887568,2019-05-19 10:48:00.0,RETAIL,27.0,HYDT1,416210,860037,BP1362,ODA_3_5
1003383040,2019-05-19 11:50:00.0,ONLY RETAIL PVT LTD,20.0,BOMT2,263139,860058,BP1112,ODA_1_1
8000821232,2019-05-19 11:50:00.0,DEVYANI GROUP,20.0,DELT1,263139,860058,BP1112,ODA_1_1
8000822782,2019-05-19 11:50:00.0,Aimil India Ltd.,20.0,DELT1,263139,860058,BP1112,ODA_1_1
8000776237,2019-05-19 12:30:00.0,SDPL,68.0,DELT1,384170,860072,BP1240,ODA_1_1
8000783351,2019-05-19 12:30:00.0,Cilicant Chem Pvt Ltd  ,1460.0,PNQT1,384170,860072,BP1240,ODA_1_1
1000008807,2019-05-20 09:30:00.0,AAJ Enterprises Pvt. Ltd,124.0,DELT1,670307,860082,BP1206,ODA_4_5
1003317169,2019-05-20 09:30:00.0,Schwing Stetter India Private Limtied,20.0,MAAT1,670306,860082,BP1206,ODA_4_5
1003348871,2019-05-20 09:30:00.0,TCNS CLOTHING COMPANY  LIMITED,11.0,DELT1,670307,860082,BP1206,ODA_4_5
2000864633,2019-05-20 09:30:00.0,RETAIL,160.0,NOIT1,673101,860082,BP1206,ODA_1_1
1002961216,2019-05-20 09:30:00.0,RETAIL,40.0,HYDT1,670693,860082,BP1206,ODA_2_3
2000890553,2019-05-20 09:30:00.0,RETAIL,700.0,DELT1,670563,860082,BP1206,ODA_4_5
1003349015,2019-05-20 09:30:00.0,saint gobain Weber,30.0,BOMT1,673104,860082,BP1206,ODA_1_1
2000857557,2019-05-20 09:30:00.0,RETAIL,50.0,BLRT1,670307,860082,BP1206,ODA_4_5
1003071037,2019-05-19 12:50:00.0,Ashok Leyland Ltd,22.0,DELT1,384325,860090,BP1534,ODA_2_2
1003009429,2019-05-19 12:50:00.0,Collateral Medical Pvt. Ltd.,5.0,BOMT1,384325,860090,BP1534,ODA_2_2
1003009422,2019-05-19 12:50:00.0,Collateral Medical Pvt. Ltd.,5.0,BOMT1,384325,860090,BP1534,ODA_2_2
8000776236,2019-05-19 12:50:00.0,SDPL,68.0,DELT1,384325,860090,BP1534,ODA_2_2
2000871475,2019-05-19 13:14:00.0,RETAIL,20.0,LKOT1,532440,860094,BP1313,ODA_1_1
1003199410,2019-05-19 13:27:00.0,RETAIL,900.0,AMDT1,532263,860095,BP1313,ODA_2_2
2000835590,2019-05-19 15:20:00.0,RETAIL,37.0,DELT1,754134,860098,BP1044,ODA_1_2
1003330076,2019-05-19 15:20:00.0,HAAZTI INTERNATIONAL,39.0,MAAT2,754208,860098,BP1044,ODA_1_2
2000739574,2019-05-19 15:20:00.0,RETAIL,86.0,DELT1,754201,860098,BP1044,ODA_1_2
2000571722,2019-05-19 15:20:00.0,RETAIL,63.0,DELT1,754293,860098,BP1044,ODA_1_2
1003371476,2019-05-19 14:08:00.0,ITC LTD-KOLKATA,8.0,DELT1,241204,860100,BP1011,ODA_2_2
2000766389,2019-05-19 14:52:00.0,RETAIL,100.0,BOMT2,761030,860113,BP1578,ODA_2_2
1003373191,2019-05-20 07:06:00.0,Xseed Education,92.0,BLRT1,452020,860119,BP1245,ODA_1_1
1003335474,2019-05-20 08:58:00.0,ORIENT Electric Limited ( Appl.),1.0,DELT1,829117,860124,BP1716,ODA_2_4
2000640335,2019-05-20 08:58:00.0,IP Cleaning India Pvt.Ltd.,95.0,PNQT1,829102,860124,BP1716,ODA_2_2
8000624832,2019-05-20 08:58:00.0,RETAIL,110.0,BLRT1,835219,860124,BP1716,ODA_1_2
8000713842,2019-05-20 08:58:00.0,RETAIL,27.0,AMDT1,835219,860124,BP1716,ODA_1_2
1003375106,2019-05-19 18:39:00.0,ASIAN PPG HYD,141.78,HYDT1,247667,860125,BP1287,ODA_1_1
1003349213,2019-05-19 18:39:00.0,MEDISYNTH CHEMICAL PVT. LTD,531.0,BOMT1,247667,860125,BP1287,ODA_1_1
1003326150,2019-05-19 17:04:00.0,Jet Inks Private Limited,3.0,MAAT2,363520,860147,BP1565,ODA_1_1
1002419271,2019-05-20 06:17:00.0,JNK INDIA PRIVATE LIMITED,140.0,PNQT2,786623,860152,BP1674,ODA_2_2
1002419272,2019-05-20 06:17:00.0,JNK INDIA PRIVATE LIMITED,680.0,PNQT2,786623,860152,BP1674,ODA_2_2
2000890401,2019-05-19 18:11:00.0,RETAIL,50.0,DELT1,786623,860153,BP1674,ODA_2_2
1003317689,2019-05-20 09:08:00.0,NAANAL TECHNOLOGIES PVT LTD,7.0,MAAT1,441111,860166,BP1276,ODA_1_1
1003202491,2019-05-20 06:18:00.0,Mogli Labs (India) Pvt Ltd,30.0,DELT1,786171,860168,BP1674,ODA_1_4
8000654116,2019-05-19 22:24:00.0,RETAIL,50.0,GAUT1,770017,860192,BP1655,ODA_1_4
8000725284,2019-05-20 06:44:00.0,MAS BRANDS INDIA PRIVATE LIMITED,5.0,MAAT2,394518,860251,BP1146,ODA_1_1
1003231551,2019-05-20 06:22:00.0,J.K.FILES (INDIA) LIMITED,11.0,BOMT1,396380,860255,BP1299,ODA_2_2
1002720592,2019-05-20 07:35:00.0,AVA MERCHANDISING SOLUTIONS PVT LTD,32.0,DELT1,462030,860313,BP1103,ODA_2_2
1003411461,2019-05-20 07:35:00.0,M Junction,2.0,DELT1,462036,860313,BP1103,ODA_1_1
8000818396,2019-05-20 07:35:00.0,RETAIL,20.0,JAIT1,462030,860313,BP1103,ODA_2_2
6000266129,2019-05-20 11:27:00.0,Hilti India Private Ltd,1.2,HYDT1,531061,860317,BP1673,ODA_1_1
6000390688,2019-05-20 11:27:00.0,Hilti India Private Ltd,5.03,HYDT1,531061,860318,BP1673,ODA_1_1
1003313085,2019-05-20 11:27:00.0,Scope Ingredients,448.0,MAAT2,531011,860318,BP1673,ODA_1_1
2000882040,2019-05-20 05:35:00.0,RETAIL,150.0,NOIT1,680121,860320,BP1269,ODA_1_1
1003069494,2019-05-20 05:35:00.0,ETHICS INNOVATIONS PVT. LTD.,20.1,DELT1,680664,860320,BP1269,ODA_1_1
1003351746,2019-05-20 05:35:00.0,Banaco Overseas Pvt. Ltd-Dense New,725.0,BOMT1,680307,860320,BP1269,ODA_1_1
1003206443,2019-05-20 05:35:00.0,Godrej& Boyce,12.0,BOMT1,680689,860320,BP1269,ODA_1_1
2000781162,2019-05-20 05:35:00.0,TCNS CLOTHING COMPANY  LIMITED,9.0,DELT1,680664,860320,BP1269,ODA_1_1
2000812630,2019-05-20 05:35:00.0,Quick Dry (Shiva Texyarn Ltd.),177.0,CJBT1,680703,860320,BP1269,ODA_1_1
2000571729,2019-05-20 05:56:00.0,RETAIL,17.5,DELT1,743503,860339,BP1633,ODA_1_1
1003163367,2019-05-20 05:56:00.0,C&S ELECTRIC LTD,68.0,CCUT1,743503,860339,BP1633,ODA_1_1
8000554416,2019-05-20 05:45:00.0,Makita Power Tools India Pvt Ltd,30.0,BLRT1,416101,860345,BP1215,ODA_1_3
1003231448,2019-05-20 05:45:00.0,J.K.FILES (INDIA) LIMITED,4.0,BOMT1,416001,860345,BP1215,ODA_2_2
2000702589,2019-05-20 07:00:00.0,RETAIL,159.2,CCUT1,396230,860354,BP1339,ODA_1_1
1003102915,2019-05-20 07:00:00.0,MARKEM-IMAJE INDIA PVT LTD,10.0,NOIT1,396230,860354,BP1339,ODA_1_1
1003425403,2019-05-20 07:00:00.0,MARKEM-IMAJE INDIA PVT LTD,19.0,NOIT1,396230,860354,BP1339,ODA_1_1
2000900657,2019-05-20 07:00:00.0,Shini Plastic Technologies India Pvt. Ltd,10.0,PNQT2,396230,860354,BP1339,ODA_1_1
2000886901,2019-05-20 07:00:00.0,SHREE TEFCON INDIA PVT LTD,54.0,LKOT1,396165,860359,BP1332,ODA_1_1
8000776377,2019-05-20 07:00:00.0,SDPL,68.0,DELT1,396170,860359,BP1332,ODA_1_1
1003425418,2019-05-20 07:00:00.0,MARKEM-IMAJE INDIA PVT LTD,4.0,NOIT1,396170,860359,BP1332,ODA_1_1
1003238151,2019-05-20 07:00:00.0,STERLING,340.0,AMDT1,396171,860359,BP1332,ODA_1_1
1002938959,2019-05-20 07:36:00.0,SOS  Spacewood Office Solutions,600.0,AMBT1,441122,860370,BP1169,ODA_1_1
1003326775,2019-05-20 07:36:00.0,Jet Inks Private Limited,3.0,MAAT2,441122,860370,BP1169,ODA_1_1
1003359196,2019-05-20 07:36:00.0,DORSET INDUSTRIES PRIVATE LIMITED,45.0,DELT1,441122,860370,BP1169,ODA_1_1
1003366437,2019-05-20 07:36:00.0,SOS  Spacewood Office Solutions,110.0,NOIT1,441122,860370,BP1169,ODA_1_1
1003366436,2019-05-20 07:36:00.0,SOS  Spacewood Office Solutions,110.0,NOIT1,441122,860370,BP1169,ODA_1_1
1003240066,2019-05-20 07:19:00.0,CORDOVA PUBLICATIONS PVT.LTD,75.0,NOIT1,627818,860405,BP1460,ODA_2_2
1003333860,2019-05-20 07:30:00.0,GlaxoSmithKline Consumer Healthcare Limited,50.0,HYDT1,421306,860408,BP1145,ODA_1_1
8000814657,2019-05-20 07:30:00.0,M Junction,20.0,CCUT1,813205,860415,BP1474,ODA_1_1
8000818108,2019-05-20 10:20:00.0,Chhavi Enterprises,190.0,JAIT1,403110,860422,BP1426,ODA_1_1
1003213797,2019-05-20 10:20:00.0,J.K.FILES (INDIA) LIMITED,6.0,BOMT1,403110,860422,BP1426,ODA_1_1
2000528605,2019-05-20 10:20:00.0,RETAIL,58.0,IDRT1,403110,860422,BP1426,ODA_1_1
2000880434,2019-05-20 08:42:00.0,RETAIL,150.0,DELT1,591304,860423,BP1297,ODA_3_5
1003206868,2019-05-20 08:42:00.0,Collateral Medical Pvt. Ltd.,4.0,BOMT1,587315,860423,BP1297,ODA_3_5
2000899051,2019-05-20 08:42:00.0,RETAIL,67.0,BOMT1,591111,860423,BP1297,ODA_2_2
8000673883,2019-05-20 08:42:00.0,RETAIL,33.0,BLRT1,591254,860423,BP1297,ODA_1_1
1003352773,2019-05-20 08:42:00.0,TRIMBLE MOBILITY SOLUTION INDIA PVT LTD,3.0,BLRT1,591102,860423,BP1297,ODA_2_2
1003373358,2019-05-20 08:15:00.0,Ati Electronics India Private Limited,16.0,BLRT1,854301,860437,BP1474,ODA_3_5
8000710845,2019-05-20 08:15:00.0,RETAIL,35.0,CCUT1,854301,860437,BP1474,ODA_3_5
1003375601,2019-05-20 08:15:00.0,GlaxoSmithKline Consumer Healthcare Limited,1.5,HYDT1,854301,860437,BP1474,ODA_3_5
2000843242,2019-05-20 08:15:00.0,Peps Industries Pvt Ltd-Ex Kolkata,52.0,CCUT1,854105,860437,BP1474,ODA_3_5
1003240201,2019-05-20 08:15:00.0,ORIENT Electric Limited Switch Gears,120.0,NOIT1,854301,860437,BP1474,ODA_3_5
2000905592,2019-05-20 08:15:00.0,RETAIL,20.0,JAIT1,854301,860437,BP1474,ODA_3_5
2000890280,2019-05-20 08:15:00.0,RETAIL,300.0,DELT1,854301,860437,BP1474,ODA_3_5
8000567137,2019-05-20 08:15:00.0,RETAIL,49.0,JAIT1,854301,860437,BP1474,ODA_3_5
8000567138,2019-05-20 08:15:00.0,RETAIL,29.0,JAIT1,854301,860437,BP1474,ODA_3_5
8000814026,2019-05-20 08:15:00.0,RETAIL,50.0,CCUT1,854301,860437,BP1474,ODA_3_5
1003069794,2019-05-20 08:15:00.0,ETHICS INNOVATIONS PVT. LTD.,74.6,DELT1,854105,860437,BP1474,ODA_3_5
1003496212,2019-05-20 08:15:00.0,Portronics Digital Pvt. Ltd.,47.0,DELT1,854301,860437,BP1474,ODA_3_5
2000232619,2019-05-20 09:50:00.0,RETAIL,40.0,BLRT1,403004,860441,BP1423,ODA_1_1
1003146486,2019-05-20 09:50:00.0,Sleek International Pvt. Ltd.(Zoom),1.0,BOMT1,403005,860441,BP1423,ODA_1_1
1003150808,2019-05-20 09:52:00.0,Communications Test Design India Pvt Ltd,2.0,DELT1,403002,860449,BP1589,ODA_1_1
2000905472,2019-05-20 10:37:00.0,RETAIL,20.0,JAIT1,403507,860451,BP1426,ODA_1_1
2000905492,2019-05-20 10:37:00.0,RETAIL,25.0,JAIT1,403507,860451,BP1426,ODA_1_1
1003379069,2019-05-20 10:37:00.0,Diversey India Hygiene Pvt. Ltd,605.0,BOMT1,403507,860451,BP1426,ODA_1_1
2000858511,2019-05-20 10:37:00.0,Henkel Adhesives Technologies India Private Limited,90.0,BOMT1,403507,860451,BP1426,ODA_1_1
8000787656,2019-05-20 10:37:00.0,VIJOSH GROUP,20.0,BOMT2,403507,860451,BP1426,ODA_1_1
1003198613,2019-05-20 10:37:00.0,Diversey India Hygiene Pvt. Ltd,10.0,BOMT1,403507,860451,BP1426,ODA_1_1
1003198612,2019-05-20 10:37:00.0,Diversey India Hygiene Pvt. Ltd,39.0,BOMT1,403507,860451,BP1426,ODA_1_1
8000791313,2019-05-20 08:22:00.0,VSB ASSOCIATE,25.0,NOIT1,462010,860453,BP1519,ODA_1_1
1002943117,2019-05-20 10:32:00.0,B9 Beverages Private Limited,375.0,DELT1,465106,860460,BP1138,ODA_2_2
1003411070,2019-05-20 08:53:00.0,AVA MERCHANDISING SOLUTIONS PVT LTD,15.0,DELT1,431007,860470,BP1368,ODA_1_1
2000894595,2019-05-20 07:52:00.0,White Field Impex,3.0,BOMT1,442202,860492,BP1169,ODA_3_7
8000780349,2019-05-20 07:49:00.0,Amitoje India,45.0,NOIT1,412115,860498,BP1010,ODA_1_1
8000780966,2019-05-20 07:49:00.0,Amitoje India,90.0,NOIT1,412115,860498,BP1010,ODA_1_1
1003203540,2019-05-20 07:49:00.0,K P Manish Global Ingredients Pvt. Ltd,100.0,BOMT1,412115,860498,BP1010,ODA_1_1
2000890289,2019-05-20 07:51:00.0,RETAIL,100.0,DELT1,228142,860501,BP1365,ODA_1_1
1003047024,2019-05-20 09:19:00.0,GLS Films Industries Pvt. Ltd.,1416.0,DELT1,561203,860504,BP1139,ODA_1_1
1002359075,2019-05-20 09:19:00.0,Welcome Crop Science Pvt. Ltd,60.0,DELT1,561203,860504,BP1139,ODA_1_1
1003340409,2019-05-20 09:19:00.0,Sanoh India Pvt Ltd,70.0,IDRT1,561203,860504,BP1139,ODA_1_1
2000848764,2019-05-20 09:19:00.0,Reliance Retail Limited (Projects),56.0,BOMT1,561203,860504,BP1139,ODA_1_1
1003032363,2019-05-20 09:19:00.0,WUERTH INDUSTRIAL SERVICES PVT LTD,13.0,PNQT1,561203,860504,BP1139,ODA_1_1
1003403892,2019-05-20 08:58:00.0,YKK INDIA PVT LTD,29.0,DELT1,603308,860509,BP1036,ODA_2_2
1003366379,2019-05-20 09:57:00.0,Penguin Random House India Pvt Ltd,33.0,NOIT1,560300,860513,BP1139,ODA_1_1
8000772664,2019-05-20 09:57:00.0,Delnet Connect LLP,41.0,DELT1,560300,860513,BP1139,ODA_1_1
8000734348,2019-05-20 09:57:00.0,ONTIME XPRESS,72.0,CJBT1,560300,860513,BP1139,ODA_1_1
2000814194,2019-05-20 08:11:00.0,RETAIL,22.0,BOMT2,431007,860517,BP1108,ODA_1_1
2000814011,2019-05-20 08:11:00.0,RETAIL,48.0,BOMT2,431007,860517,BP1108,ODA_1_1
1003071625,2019-05-20 09:46:00.0,Ashok Leyland Ltd,6.0,DELT1,637301,860523,BP1187,ODA_2_2
2000768042,2019-05-20 09:46:00.0,Roca Bathroom Products Private Limited,188.0,CCUT1,638052,860523,BP1187,ODA_2_3
1003226103,2019-05-20 08:13:00.0,Givaudan (India) Pvt. Ltd.,81.0,AMDT1,571301,860536,BP1205,ODA_1_1
2000861644,2019-05-20 12:54:00.0,RETAIL,160.0,HYDT1,505172,860541,BP1263,ODA_1_1
1003373193,2019-05-20 12:54:00.0,Xseed Education,1133.0,BLRT1,505327,860541,BP1263,ODA_1_1
1003071932,2019-05-20 08:58:00.0,Ashok Leyland Ltd,16.0,DELT1,581207,860544,BP1208,ODA_1_1
2000535722,2019-05-20 10:55:00.0,RETAIL,50.0,DELT1,403521,860547,BP1426,ODA_1_1
